Date,WBA,UNH,TRV,VZ,WMT,PG,UTX,DOW
2007-02-09,2676200,4438700,2811500,8386900,12406000,5252100,2040900,220330000
2007-02-12,4630200,4360200,2408600,6797200,10330400,8014100,4108200,174980000
2007-02-13,3620600,6080700,3516700,7420800,10068400,8843900,3017100,204940000
2007-02-14,3354000,5125200,2219400,12386200,12275700,5969000,3796900,210880000
2007-02-15,6269500,8389500,2583400,7471700,11296500,5174100,5398800,183280000
2007-02-16,3913700,6276000,2223900,9217600,17103700,8158200,3320200,243560000
2007-02-20,3462700,6237000,2536200,7879900,36502900,9201400,6113500,205760000
2007-02-21,3649600,4792000,3282300,8746600,23789100,5655600,4555100,213470000
2007-02-22,4137500,3893100,1502800,9807300,10632900,6321700,3133700,206860000
2007-02-23,3661200,4587700,1581200,10530800,11050600,5536700,2619000,215430000
2007-02-26,3486600,4700700,2459200,13814100,10662800,6545300,3182800,230080000
2007-02-27,5873800,8615400,2133700,23607600,20652700,16527200,6964300,393300000
2007-02-28,5491200,7015300,3027800,19214600,21331800,17275300,6182800,412820000
2007-03-01,4655500,8698200,2688300,15998500,20456600,11245000,7019900,372010000
2007-03-02,6861300,13175700,2474000,14027200,18359700,9275000,5194700,315180000
2007-03-05,5495000,9355200,2129400,12130300,14331300,9904800,5176700,278770000
2007-03-06,4921400,13281200,2415300,15086500,14918600,11971600,4864500,278810000
2007-03-07,4115800,6584300,1979900,18300000,13327000,10622400,4072600,263540000
2007-03-08,5775600,6038300,1675600,13422800,20395700,8996800,2445300,241070000
2007-03-09,3947800,4786100,1217400,12555900,13950500,9194400,2560100,211040000
2007-03-12,3340800,6895600,1989500,14847300,12197200,5979700,2535300,219580000
2007-03-13,6790100,10299700,2773100,15652900,23987000,11281200,4101300,312340000
2007-03-14,7327400,8599100,3506200,14704700,27585500,10522000,4775800,333450000
2007-03-15,9551100,6508200,2243600,11540800,13290800,12711000,3967900,232600000
2007-03-16,9581800,12425700,3579400,16304200,18992400,12357900,5468200,388660000
2007-03-19,6307900,7729800,1537500,8378900,12079500,5646600,3345300,208480000
2007-03-20,5361700,9084100,2891600,9988300,15267000,6516400,2640100,196620000
2007-03-21,8700800,13092400,2171900,11936100,13632000,8562700,3932000,246000000
2007-03-22,4215500,12849200,2548100,15295600,15117300,14690800,3109100,232700000
2007-03-23,4247600,8674100,1259500,17443400,7993900,7081600,3403500,206410000
2007-03-26,9782800,9689000,1663800,19059200,12706100,7491800,7351700,219960000
2007-03-27,5416000,15167800,1883400,11759900,12950500,8039100,4106600,209340000
2007-03-28,6319000,12456100,2022200,12892200,18080500,7296800,3946500,224830000
2007-03-29,4047700,26372300,1539400,10339100,12563100,5366300,4849500,208160000
2007-03-30,4593700,8706200,1813300,15850300,15187300,8527800,5052100,233630000
2007-04-02,3400800,8847400,1513000,11392100,13746300,6484000,4150900,209420000
2007-04-03,4259100,9027800,1520300,9566200,17161900,11410000,4352900,220470000
2007-04-04,3658500,8705200,2371300,10264000,10973900,9728200,7149100,210130000
2007-04-05,2889600,9043800,1328700,8923500,9515400,6453000,4147700,164930000
2007-04-09,4394600,8099000,1060400,5667100,8537800,7690700,3929000,191590000
2007-04-10,5542300,8314800,1331000,7839200,9750700,6554400,8322500,214690000
2007-04-11,5061200,10239700,1702100,13627100,17725400,9100200,6777800,245470000
2007-04-12,3060000,5216000,1377400,7490900,11571900,7570100,4130000,218300000
2007-04-13,2810900,6946800,1574500,9212800,12421400,6548000,3631100,224240000
2007-04-16,2875200,6470900,2100900,10135400,14250000,8574400,4239300,225020000
2007-04-17,2870000,12462200,1913100,11929000,12391300,12344700,4763000,256880000
2007-04-18,3762100,7377000,1805300,10447700,7993500,8303800,7113700,261950000
2007-04-19,3157000,19605100,1270300,12848300,8050300,8840500,4944000,262590000
2007-04-20,6186100,13710900,2636500,15754600,23421400,18753200,7625600,415650000
2007-04-23,3771400,7865400,1527900,8555400,14055500,6754000,6091300,223290000
2007-04-24,8259100,9378500,2338500,12110700,18552900,10107400,5300600,238400000
2007-04-25,5081500,14426200,2393500,14000600,14503000,7323400,3872800,250170000
2007-04-26,3761700,14477500,3042900,12787900,9231100,9165200,3804800,251620000
2007-04-27,4258300,6330800,2790600,13239300,9302100,9744800,3341000,270910000
2007-04-30,8621800,7393900,2879500,18022700,13988700,19243300,3744700,264090000
2007-05-01,6414800,9132800,2626200,13258300,14785600,18845800,3261000,248960000
2007-05-02,5973400,7340900,2085100,25943300,12118400,19498800,4423800,251340000
2007-05-03,3867900,7602000,2620400,33944800,10951600,17770600,4659400,247240000
2007-05-04,4148600,5999900,1937900,14842200,9605800,12431700,3379200,236320000
2007-05-07,3688600,8083500,2591700,11234900,8893300,12124700,4196900,206190000
2007-05-08,5314900,8615500,2471700,10867400,10172500,16578900,3289600,225600000
2007-05-09,4120700,6941500,2253900,13206300,15225800,10520000,3240400,237040000
2007-05-10,4888600,4780800,2040800,9772300,17850200,14107600,3213000,224640000
2007-05-11,4075000,7440700,2246600,12342500,15889300,8479000,2450900,257840000
2007-05-14,4073900,5883800,6281800,15733200,12971400,8754800,3020800,199620000
2007-05-15,6483600,6632000,2522600,21522100,19379800,14855900,5641500,265250000
2007-05-16,4990500,6847500,2475300,14297400,16516500,15809800,3279900,237790000
2007-05-17,4796800,4840800,3054500,13745100,12626000,10088800,4238900,195800000
2007-05-18,5314100,5922600,4173200,21401100,13743100,16434000,4731900,282930000
2007-05-21,2993900,6847900,2274200,17575300,21022300,9699500,5071400,215550000
2007-05-22,3276600,6655700,1849100,16645200,11196900,9681300,4175500,201290000
2007-05-23,3297600,6721000,2784800,15119200,14253600,7685800,3798100,208260000
2007-05-24,4173400,8538300,2939700,11699700,14731400,8971500,4000200,240810000
2007-05-25,2859100,4909800,2305600,10499000,8796000,9440800,2918100,183470000
2007-05-29,3911600,5129700,2492100,16150900,14948200,9891900,3278900,205620000
2007-05-30,4850100,4266900,2411000,15087300,16038300,10316200,3603600,224780000
2007-05-31,3822900,7238100,2792600,14156000,17483900,8615300,5412800,243510000
2007-06-01,5027900,6150700,2674900,16603900,49104400,9025800,4572900,212780000
2007-06-04,3476400,4580400,2153200,7991400,54679300,11481300,3013300,177830000
2007-06-05,3895200,5617800,2229400,11561300,32728500,13480400,4392000,223040000
2007-06-06,5419300,4652900,1817400,12140100,25261100,9903700,3606900,236830000
2007-06-07,6613900,6274200,2234100,16987900,24799800,21180400,4266600,298880000
2007-06-08,4000400,5842100,1977500,14350800,14736100,15468500,5808200,242000000
2007-06-11,2869300,4416600,1933700,11088300,12639700,8119600,3202400,183300000
2007-06-12,4536500,6583200,2180900,15618400,19065800,10403400,4509700,233420000
2007-06-13,4748200,7285000,1840500,18005800,14142800,15511000,4972100,253050000
2007-06-14,4593600,4175300,1678400,16179800,13366800,11103000,3381300,228680000
2007-06-15,5751900,7574800,3348400,15466500,22726300,17155500,6134600,425080000
2007-06-18,4436700,4328700,2153400,10172300,11030600,15244900,3543400,174380000
2007-06-19,6293200,5666400,2105900,10365100,14846900,19293000,4273000,233720000
2007-06-20,5955400,12729100,2580000,9637800,17991400,18520400,4363800,274670000
2007-06-21,6809000,7153500,3224200,10040900,16512700,13153300,4031400,241170000
2007-06-22,9282700,7963200,4383000,18252700,20450600,19720000,6117000,380870000
2007-06-25,9553200,6007200,3691800,11445700,17820600,11690800,4342400,251720000
2007-06-26,7393600,5170500,3466300,14739000,16074900,14784000,4106300,240950000
2007-06-27,5003700,4839800,2256100,12717700,17901800,10475800,3912500,246010000
2007-06-28,6300100,6556300,2063400,11473300,13553200,9235900,3380500,207130000
2007-06-29,4046800,10126000,3158400,12545400,14131500,11984900,4027400,262110000
2007-07-02,5070400,6847500,2079900,13010800,10544200,9868700,4087100,196410000
2007-07-03,3284400,2751200,1439000,7881300,6212100,5091700,1724300,111580000
2007-07-05,4729100,6866000,1702400,9939700,11198600,11880600,3189100,188840000
2007-07-06,5601200,4825800,1668700,10229100,13106700,8197100,2498100,176040000
2007-07-09,5982100,7362800,1649300,12411400,10701300,12073500,3453900,192840000
2007-07-10,7065800,7001600,2860900,16771700,16731700,12677700,5336200,274420000
2007-07-11,6444900,12962500,1665700,14392600,13685900,12056600,4394400,224410000
2007-07-12,7085500,12038400,1922400,12769400,24974100,17559900,3958400,300520000
2007-07-13,3948800,4476300,2357900,9029500,13101000,12006400,4905800,223820000
2007-07-16,4004300,6168300,1166600,27040500,11749500,12873100,7356800,209060000
2007-07-17,9412700,5691200,2050000,16092500,14098900,13777400,8750800,266020000
2007-07-18,6243100,9001700,2811200,12688100,19622800,11066000,8716700,324400000
2007-07-19,5443700,17658500,2796700,12085600,15415600,8714300,8376000,265390000
2007-07-20,10285700,9549000,3787200,15151000,18975200,12207800,6738500,377650000
2007-07-23,6733700,6810200,2015600,14339800,12695400,9577000,5153000,237450000
2007-07-24,7128900,8679200,2682200,16578400,21879900,14793500,5904000,296990000
2007-07-25,6448000,8547700,4080100,14206700,15487900,13581900,4735900,266860000
2007-07-26,9405900,8703200,4715200,19032100,26642800,22062300,9314600,426880000
2007-07-27,6442900,10559500,4334300,18835100,23421300,16874600,7375200,337120000
2007-07-30,5767300,7892100,3899800,18847200,17950000,14882700,4969800,295450000
2007-07-31,6319200,10434800,4306000,24279900,27186700,15470800,5920000,319890000
2007-08-01,5768800,11590900,4263600,18853900,22037000,14824200,7022000,355960000
2007-08-02,5065100,10394800,3303200,11624200,16667800,11878500,4871900,264830000
2007-08-03,5324300,10970100,3658500,17878700,20450800,20336700,6266000,301800000
2007-08-06,6625000,9647900,5443500,16967200,20651200,18583700,6103400,311810000
2007-08-07,6871200,9495000,4732400,14469700,19249600,19227700,5499600,273340000
2007-08-08,7668800,10244600,4190500,17412800,24431000,13785200,5338600,288040000
2007-08-09,10692700,14537200,4912300,19994200,23575600,19540900,6197500,362490000
2007-08-10,8232900,11879500,4633800,18814400,21670500,17234900,5874500,338560000
2007-08-13,7773500,12146600,4378800,11788200,15566200,15379400,3852700,215260000
2007-08-14,5539000,6202000,3293100,10364500,63327000,10928800,3950200,269120000
2007-08-15,7690600,10229600,3922700,14519000,28780500,12162400,4539900,272760000
2007-08-16,9209300,9655400,4612600,23616000,36268200,22611500,9437800,457150000
2007-08-17,6673000,9515400,6130600,20064300,30440800,19957300,8434000,423940000
2007-08-20,4038000,7082900,5759100,11155300,22958600,9519000,6394400,231800000
2007-08-21,4119200,5805300,2448000,14021400,19597700,9745800,5521400,204000000
2007-08-22,3227400,10318200,2431300,11358200,18914300,9600400,4473800,205530000
2007-08-23,4420900,5916500,2382900,9293700,23765700,10711600,3478400,198160000
2007-08-24,3271300,6220000,1891300,7410800,17961600,8496800,2980100,186060000
2007-08-27,3411200,4221300,1747700,7126100,19788400,7794300,2664700,152440000
2007-08-28,4314800,5267400,3324900,11220600,27930000,10828200,4198000,230470000
2007-08-29,4000000,6245200,2740400,8842800,22592500,8875500,4129500,227440000
2007-08-30,3356000,6553300,2612300,8577900,23951300,8297200,2768400,193240000
2007-08-31,3357900,9211400,2937400,10350700,20822900,8392900,3931500,234920000
2007-09-04,3228300,7922300,2710900,11177900,19388600,8808600,4476500,262260000
2007-09-05,5018600,6183800,2025800,13728500,30785100,8978200,4521000,231850000
2007-09-06,3519700,4168900,2227900,8652700,29431900,11114600,3679900,203600000
2007-09-07,6207600,4200100,2950200,11710000,25381800,11491200,3810400,238300000
2007-09-10,3934200,6124300,1908800,8918700,18215600,8823000,3060100,221760000
2007-09-11,3278600,5778100,2635600,9923600,18897400,12452300,5534100,200160000
2007-09-12,4276000,6619700,2014600,9933200,15651100,9591100,3507400,195280000
2007-09-13,3624600,5046800,2128500,10954400,17141500,8547100,4020900,209950000
2007-09-14,4055500,7101700,2267400,10539200,14842700,8319800,4088500,204780000
2007-09-17,2162200,6284300,2551600,11243400,14025200,10281900,2595400,169710000
2007-09-18,4329700,9324900,3373300,12283800,27919300,15487900,5398900,277620000
2007-09-19,4007800,7488600,3557800,12928100,22186200,15034600,5132300,276590000
2007-09-20,6491700,5387300,2642100,10557700,16768700,9045200,3814300,200880000
2007-09-21,5966100,9616200,3076000,17401700,21042900,16085200,6473800,419390000
2007-09-24,3581200,12594500,2567100,12359000,16751600,11617600,3858800,236690000
2007-09-25,6900600,7868700,5517400,12354600,21317800,9845200,4668900,213040000
2007-09-26,7173600,8035400,2590600,9995200,19146600,10491400,4652700,206560000
2007-09-27,5201700,7162100,3414300,13628100,14204300,8618800,3388400,156920000
2007-09-28,5641900,12939200,2948600,10990900,13055700,9747600,3197000,203030000
2007-10-01,67445800,7450800,2804300,19288100,15185900,11500200,4617500,205720000
2007-10-02,39885000,8577600,2828100,9144300,18352900,9366500,4346900,169270000
2007-10-03,16749800,13402800,1791400,8353200,17053700,8697700,4402200,178920000
2007-10-04,12753700,8023900,2216400,8457000,9553600,11694600,2251500,143300000
2007-10-05,14619200,7696600,1615700,8692000,13122700,10286200,4035900,183540000
2007-10-08,9347500,3853800,1424300,5520600,8070200,6046800,3212000,116420000
2007-10-09,9628600,7991400,3093400,10180700,12247800,8256800,2957700,176740000
2007-10-10,8020300,13164600,3158600,10133600,15830000,7719800,3476800,163280000
2007-10-11,13238600,10103300,2559500,13169300,41096600,9204200,4732800,235090000
2007-10-12,6888500,9159300,999400,10618200,13996700,8210600,2957200,178740000
2007-10-15,7832500,8021300,2124700,14727000,16446000,8233500,3239500,220490000
2007-10-16,7448500,6462000,2998000,17563200,18018500,9637700,4012500,229920000
2007-10-17,7380900,5703600,2275000,13811800,23915600,11854600,14331700,315420000
2007-10-18,8360600,20643600,1837600,9854500,19021600,8079900,6536400,205540000
2007-10-19,8623100,11601200,3590000,15072000,22970800,15979700,9964500,332350000
2007-10-22,12170400,7585700,1913000,9105100,21218500,9040800,5903700,229440000
2007-10-23,12517000,6565100,1790100,10749000,38072000,7704700,4091800,206550000
2007-10-24,15145500,7371800,3726200,12899700,22283300,10096300,5271500,259150000
2007-10-25,10866600,6569800,4188000,11892700,21283800,10406100,5572700,274330000
2007-10-26,6097300,6127600,2923300,13747100,17033500,9320000,5768300,311390000
2007-10-29,5822600,4789800,3642300,17264800,13703000,11479700,2988200,207930000
2007-10-30,4908800,5111300,2776000,11663600,16429000,25799200,3754600,189730000
2007-10-31,7035700,9457100,3973600,13896800,22122300,14144500,5291300,277660000
2007-11-01,6128700,6727600,4830600,13811700,19866800,15104800,5299400,335560000
2007-11-02,5680600,7492800,4422600,14384000,18035400,11447900,3816400,279780000
2007-11-05,6230200,6618400,3574400,13129100,12579200,12740000,3896800,259590000
2007-11-06,6655600,4752000,2919900,12506900,12562400,8733700,3531900,252360000
2007-11-07,7879600,10515700,3691900,10926500,17609600,11873500,4954700,273050000
2007-11-08,8090700,7339100,4168700,16143900,20800200,14437100,6180200,403680000
2007-11-09,5996900,16514700,3788500,15995700,20431400,11899000,6889500,356840000
2007-11-12,6212800,13544100,3913800,13615800,25479500,10793800,5271200,291980000
2007-11-13,8254900,11340300,5906800,10287500,40735900,12264600,4360900,298250000
2007-11-14,19071200,7846700,2827500,12342500,29110400,11907300,3658000,267510000
2007-11-15,9683700,7615200,4245400,13185400,21829900,11440000,4676800,242570000
2007-11-16,9346700,8204700,4054000,16823900,18925200,15145900,4670100,314920000
2007-11-19,7977000,8233200,3890100,17846700,14989800,11337900,5527400,285790000
2007-11-20,9499200,8674200,4787500,14808200,25569500,12771000,5331200,325810000
2007-11-21,5286800,7021500,3568200,12625000,17478900,10381700,4394600,284550000
2007-11-23,2776300,2963700,1440400,4612500,13583100,4592500,1473200,122250000
2007-11-26,5539800,6500600,3700300,17036000,21989600,13661100,3940200,265610000
2007-11-27,9595700,7889600,3376800,16027300,21013800,13090300,5245000,296070000
2007-11-28,10124000,8769300,5575000,14026300,28587800,13638700,5746800,310080000
2007-11-29,11721400,6164600,2733800,8577900,14764800,7878900,3190400,201410000
